ImageID,XMin,XMax,YMin,YMax
01a6c89f9885d483,0.36725664,0.41445428,0.42256638,0.54646015
01a6c89f9885d483,0.65929204,0.88053095,0.2300885,0.96681416
01ab773186c630c4,0.0090673575,0.08678757,0.50125945,0.6901763
01ab773186c630c4,0.018134715,0.09196891,0.35768262,0.5743073
01ab773186c630c4,0.08937824,0.14378238,0.50125945,0.67506295
01ab773186c630c4,0.11787565,0.1865285,0.34760705,0.5843829
01ab773186c630c4,0.59067357,0.64248705,0.24937028,0.59949625
01ab773186c630c4,0.67746115,0.738342,0.28463477,0.5869018
01ab773186c630c4,0.6930052,0.753886,0.25944585,0.6221663
01ab773186c630c4,0.78367877,0.83549225,0.20654912,0.59697735
01ab773186c630c4,0.8199482,0.89896375,0.23173803,0.59193957
01ab773186c630c4,0.9533679,0.9987047,0.24685138,0.5541562
01b187eac8b7b42d,0.6116667,1,0.468,1
01b187eac8b7b42d,0.01,0.48666668,0.252,1
01b187eac8b7b42d,0.38833332,0.92333335,0.006,1
01b4f093f795747b,0.1942605,0.93598235,0.16666667,0.9985251
01b4f093f795747b,0.1942605,0.93818986,0.1740413,1
01b4f093f795747b,0.5386313,0.9580574,0.06784661,0.600295
01bf00da5f94e942,0,0.081120946,0.32079646,0.55088496
01bf00da5f94e942,0.069321536,0.15486726,0.32300884,0.45575222
01bf00da5f94e942,0.19026549,0.38643068,0.28761062,0.54867256
01bf00da5f94e942,0.33480826,0.42625368,0.32300884,0.46681416
01bf00da5f94e942,0.48672566,0.6578171,0.2699115,0.5553097
01bf00da5f94e942,0.65486723,0.75663716,0.3119469,0.45575222
01bf00da5f94e942,0.7817109,0.9734513,0.27876106,0.55309737
01bf00da5f94e942,0.8377581,0.91887903,0.3761062,0.44911504
01c04124383a9a02,0.6377025,0.75552285,0,0.121681415
01c04124383a9a02,0.78350514,0.9455081,0,0.20575221
01ce6a0b84b8ab22,0.1875,0.4015625,0.05,0.77916664
01ce6a0b84b8ab22,0.6265625,0.8453125,0.21458334,0.8
01ce6a0b84b8ab22,0.6390625,0.78125,0.09791667,0.5104167
01d715f1c31014df,0.12943633,0.92066807,0.1078125,1
01dc49e587b180a4,0,0.36875,0.375,1
01dc49e587b180a4,0.69375,0.9921875,0.35208333,1
01dc49e587b180a4,0.3640625,0.4015625,0.40625,0.56875
01dc49e587b180a4,0.496875,0.7375,0.30833334,0.6791667
01dc49e587b180a4,0.503125,0.5390625,0.42083332,0.60625
01f26ca52e27a8d9,0.3236607,0.3794643,0.22916667,0.38690478
01f26ca52e27a8d9,0.4888393,0.59151787,0.26785713,0.4315476
01f26ca52e27a8d9,0.71651787,0.81473213,0.2797619,0.41369048
01f5efed4dfda77e,0,1,0,1
01f5efed4dfda77e,0,1,0,1
01f5efed4dfda77e,0,1,0,1
01fe16fca259a75a,0,0.5665102,0.0125,1
01fe16fca259a75a,0.4632238,1,0.039583333,1
020c7b8e6d605069,0.07964602,0.9985251,0,0.99557525
020feca9b536f1fe,0.571875,0.85,0.08125,0.74375
0210f9c01e31f873,0.8581979,1,0,0.598234
0210f9c01e31f873,0.8581979,1,0,0.6004415
021fffa3d66f9b77,0.22861357,0.66076696,0.06637168,1
021fffa3d66f9b77,0.22713864,0.66076696,0.06858407,1
021fffa3d66f9b77,0.019174041,0.35840708,0.03761062,1
021fffa3d66f9b77,0.5781711,0.88053095,0.084070794,0.960177
0222c555d2c21a2f,0.178125,0.721875,0.104166664,1
022ba69f29b7383f,0.119469024,0.5420354,0.057522126,0.9572271
022ba69f29b7383f,0.460177,0.78097343,0.0044247787,0.96312684
022ba69f29b7383f,0.119469024,0.5243363,0.05899705,0.9542773
022ba69f29b7383f,0.44469026,0.78097343,0.0044247787,0.96312684
022c1f420446d118,0.30625,0.7078125,0.041666668,0.89166665
022c1f420446d118,0.303125,0.7109375,0.045833334,0.91875
022c1f420446d118,0.3046875,0.7109375,0.039583333,0.8666667
0256e00527830a41,0,0.240625,0.38541666,0.7604167
0256e00527830a41,0.2875,0.671875,0.3,0.81041664
025e3864b9d93d5b,0,0.04403409,0.07586207,0.4045977
025e3864b9d93d5b,0.15482955,0.20454545,0.03908046,0.25977013
025e3864b9d93d5b,0.5213068,0.5880682,0.2551724,0.39310345
025e3864b9d93d5b,0.7443182,0.82954544,0.21149425,0.44827586
025e3864b9d93d5b,0.87215906,0.9105114,0,0.08275862
025e3864b9d93d5b,0.91477275,0.94460225,0,0.085057475
026a8a1f99dc1f13,0.0515625,0.9984375,0,0.9895833
0293d27f2c20c95e,0,0.8738938,0.14896755,1
02b2ab24e7e709cf,0.0787172,0.54810494,0.2818792,0.9955257
02b2ab24e7e709cf,0.3877551,0.9446064,0.28635347,0.9955257
02bf32177e000315,0,1,0.084070794,1
02c704b941566bc9,0.30973452,1,0.092920355,1
02c704b941566bc9,0.33038348,0.6637168,0.088495575,1
02c704b941566bc9,0,0.25368732,0.07300885,0.9977876
02c704b941566bc9,0.31710914,0.47050148,0.20353982,0.92477876
02c7385eedfe4f59,0.0014771048,0.18020679,0.022075055,0.6247241
02c7385eedfe4f59,0.17134416,0.44903988,0.028697573,0.9977925
02c7385eedfe4f59,0.7060561,0.7488922,0.068432674,0.15452538
02dfa3e35b58bdb7,0.044822257,0.97681606,0.006329114,1
02eb8d9a3e34b370,0,0.6400911,0,0.58798283
02eb8d9a3e34b370,0,1,0.017167382,1
02eb8d9a3e34b370,0,0.6537585,0,0.9756795
02eb8d9a3e34b370,0,0.9977221,0.012875536,0.9971388
02faccbb84bd2bc5,0.11792453,0.9976415,0.062154695,0.9986188
03006368ed61dbea,0.041942604,0.90286976,0.21270311,0.8537666
0319faa662ff5d06,0.13126844,0.5693215,0.34292036,1
0319faa662ff5d06,0.50442475,1,0.17256637,1
0319faa662ff5d06,0.12979351,0.5663717,0.34070796,1
0319faa662ff5d06,0.49262536,1,0.17477876,1
0321485893e5cf27,0.6902655,0.9823009,0.06637168,0.9623894
0321d3071bc03c38,0,0.1015625,0,0.234375
0321d3071bc03c38,0.10546875,0.2265625,0,0.104166664
0321d3071bc03c38,0.28125,0.91015625,0.28385416,1
0321d3071bc03c38,0.28515625,0.75390625,0.0390625,0.7213542
0321d3071bc03c38,0.41796875,0.62109375,0,0.1640625
0321d3071bc03c38,0.875,1,0,0.22395833
032518c7e3660911,0.0765625,0.1390625,0.15833333,0.31666666
032518c7e3660911,0.1296875,0.3296875,0.11666667,0.75625
032518c7e3660911,0.378125,0.5078125,0.079166666,0.37708333
032518c7e3660911,0.6703125,0.7984375,0.14791666,0.48125
032518c7e3660911,0.8484375,0.9609375,0.17916666,0.51458335
032827813ff3b2b6,0.32118452,0.79498863,0.020028612,0.9613734
034f71ee4e111261,0,1,0.00625,1
0354aba2fc6c5903,0.002915452,0.12536444,0.14541388,0.6823266
0354aba2fc6c5903,0.023323616,0.08746356,0,0.24832214
0354aba2fc6c5903,0.093294464,0.16180758,0.046979867,0.38926175
0354aba2fc6c5903,0.10932945,0.24635568,0.13422818,0.69574946
0354aba2fc6c5903,0.116618074,0.17638484,0,0.12751678
0354aba2fc6c5903,0.3600583,0.393586,0,0.16331096
0354aba2fc6c5903,0.38921282,0.42857143,0,0.2572707
0354aba2fc6c5903,0.3921283,0.5553936,0.5167785,0.9955257
0354aba2fc6c5903,0.41253644,0.5174927,0.10514542,0.4787472
0354aba2fc6c5903,0.5218659,0.6399417,0.060402684,0.5145414
0354aba2fc6c5903,0.53207,0.5845481,0,0.22595078
0354aba2fc6c5903,0.65597665,0.69533527,0,0.12304251
0354aba2fc6c5903,0.7536443,0.787172,0,0.16778524
0354aba2fc6c5903,0.79008746,0.84985423,0,0.23489933
0354aba2fc6c5903,0.8483965,0.88046646,0,0.24608502
035747981e8a9643,0,0.453125,0.5875,1
035c04d0993f489f,0.15265487,0.9336283,0.14749263,0.9985251
035c04d0993f489f,0.16150442,0.9380531,0.15486726,0.9985251
03650b9fde97f523,0,0.4423963,0.053078555,1
03650b9fde97f523,0.3548387,1,0.20169851,1
03650b9fde97f523,0.47619048,0.734255,0.20169851,1
036738459e165ca3,0.22123894,0.6858407,0,1
036738459e165ca3,0.21976401,0.6843658,0,1
0374141ebf11632e,0.84117645,0.9514706,0.1308204,0.5631929
0374141ebf11632e,0.24117647,0.6102941,0.0088691795,0.9268293
0374141ebf11632e,0.95,0.9882353,0.0088691795,0.16407983
03793a9d2a2eab25,0,0.31458333,0.296875,0.9640625
038f0672c942894e,0.20937042,0.41874084,0.20712695,0.9977728
038f0672c942894e,0,0.23133236,0.12026726,1
038f0672c942894e,0.37188873,0.6368961,0.09131403,1
038f0672c942894e,0.5959004,0.8491947,0.077951,1
039782bb88d38690,0.1359375,0.54375,0.022916667,0.7125
039782bb88d38690,0.1359375,0.54375,0.022916667,0.7083333
03aa4667326aec95,0.27136752,0.991453,0.07633588,0.99236643
03aa4667326aec95,0.2777778,1,0.074809164,0.9984733
03b9130b70a5adcf,0.2079646,0.94690263,0.045722716,1
03bfd3f1488b47cb,0.015197569,0.8966565,0.045667447,0.9824356
03cb0e5ef257ad9e,0.33212996,0.63176894,0,0.19494584
03f1ef1359dbf0c1,0.15735294,0.8,0,1
03feb3e6845bc3aa,0.29791668,0.8645833,0.1328125,0.8703125
0406091cb37a00db,0.580872,0.89592123,0.56148493,0.9303944
041f9231a69f7981,0.25221238,0.26843658,0.6261062,0.6792035
041f9231a69f7981,0.27138644,0.28318584,0.61504424,0.6637168
041f9231a69f7981,0.7094395,0.7935103,0.59513277,0.92699116
0430797dd00cd443,0.559375,0.7,0.41666666,0.8875
0438c2d3613680bf,0.0203125,0.06875,0.18958333,0.38125
0438c2d3613680bf,0.0265625,0.3828125,0.11666667,0.97083336
0438c2d3613680bf,0.05625,0.1015625,0.21458334,0.36041668
044d67706dcffdf4,0,0.15279879,0.2974138,0.7866379
044d67706dcffdf4,0.15885022,0.7655068,0.19181034,0.81681037
044d67706dcffdf4,0.7246596,0.9334342,0.19827586,0.82543105
0472586d97db6daf,0.14749263,0.7182891,0.121681415,0.8716814
0472586d97db6daf,0.57669616,0.6843658,0.13716814,0.53097343
0472586d97db6daf,0.8539823,1,0,0.8119469
047d1570de28bb73,0.26955074,0.7237937,0.005,0.9975
049feb8853b23023,0.06342183,1,0.12610619,1
04b0625c5301e24e,0,0.44805196,0.09653092,0.43589744
04b1367c2c475c5a,0.1328125,0.396875,0.15416667,0.9291667
04b1367c2c475c5a,0.6390625,0.9234375,0.047916666,1
04cf81f7483d5c72,0.29394388,0.76809454,0.059602648,1
04cf81f7483d5c72,0.29394388,0.76809454,0.059602648,1
04cf81f7483d5c72,0.37075332,0.5155096,0.15011038,0.5960265
04cf81f7483d5c72,0.070901036,0.4239291,0,1
04cf81f7483d5c72,0.68094534,1,0.07726269,1
0509a89bb7c0810c,0.6120944,0.78466076,0.539823,0.960177
0509a89bb7c0810c,0.123893805,0.31858408,0.36946902,0.7057522
0509a89bb7c0810c,0.33923304,0.43952802,0.30752212,0.5132743
0509a89bb7c0810c,0.6120944,0.78466076,0.539823,0.960177
0515eb8d42f77988,0.09411765,0.85882354,0.074875206,0.9733777
0515eb8d42f77988,0.09411765,0.8627451,0.07820299,0.9733777
051d28d0388a3ec1,0.34379458,0.6519258,0.37899545,0.9977169
051d28d0388a3ec1,0.3366619,0.6533524,0.38356164,1
052c7d42720a093a,0.44444445,0.78716743,0.175,0.68958336
052c7d42720a093a,0.4428795,0.7824726,0.18333334,1
05357b5cc0ab431f,0.28186968,0.90226626,0,0.99769586
05357b5cc0ab431f,0.27053824,0.9036827,0,0.99769586
05430da00e88b5f9,0.028125,0.7875,0.19583334,1
05430da00e88b5f9,0.240625,0.459375,0.39791667,1
0543f1b76e391db9,0.18141593,0.8915929,0.29498526,0.8864307
0551f49bcc8dcf1c,0.82865584,0.9985229,0.1942605,0.9977925
0551f49bcc8dcf1c,0.014771049,0.22895126,0.15231788,0.9977925
0551f49bcc8dcf1c,0.34416544,0.633678,0.46578366,0.9403973
0551f49bcc8dcf1c,0.35745937,0.49187592,0.121412806,0.9977925
0551f49bcc8dcf1c,0.62924665,0.75036925,0.105960265,0.9977925
0551f49bcc8dcf1c,0.74593794,0.9128508,0.4878587,0.9315673
0551f49bcc8dcf1c,0.8183161,0.9985229,0.18763797,0.9977925
05693e0017525940,0.048600882,1,0.017738359,1
05693e0017525940,0.32842416,0.6509573,0.028824834,0.9977827
05693e0017525940,0.5979381,0.8232695,0.10864745,0.9977827
0572b61a4613221d,0.27130044,0.4955157,0.3241279,0.5508721
0572b61a4613221d,0,0.12780268,0.36482558,0.57994187
0572b61a4613221d,0.044843048,0.31390134,0.33430234,0.5726744
0572b61a4613221d,0.3721973,0.9394619,0.047965117,0.81831396
0572b61a4613221d,0.74663675,0.91255605,0.31831396,0.5392442
0572b61a4613221d,0.91704035,1,0.38226745,0.5406977
0572b61a4613221d,0.37668163,0.89237666,0.04505814,0.8270349
0572b61a4613221d,0.64798206,0.9058296,0.3139535,0.5494186
0572b61a4613221d,0.91255605,1,0.37936047,0.5406977
058fb6cfa9a0874c,0,0.07284768,0.43426883,0.6322009
058fb6cfa9a0874c,0.09271523,0.4392936,0.33677992,0.7562777
058fb6cfa9a0874c,0.33554083,1,0.31019202,1
058fb6cfa9a0874c,0,1,0.30871493,1
058fb6cfa9a0874c,0.052980132,0.16997792,0.37223044,0.65583456
058fb6cfa9a0874c,0.08609272,0.4437086,0.27769572,0.7562777
058fb6cfa9a0874c,0.38410595,0.66225165,0.2747415,0.9955687
058fb6cfa9a0874c,0.73730683,0.90949225,0.35745937,0.56129986
0597046da0d5d999,0.28761062,0.78318584,0.03240059,0.9513991
0597046da0d5d999,0.2920354,0.7942478,0.03240059,0.95287186
05979fd2ebd7ecf1,0.51285523,0.6684709,0.20240964,1
05979fd2ebd7ecf1,0.5169147,0.66441137,0.20481928,1
05a23e78a029f9b3,0.14617941,0.820598,0.052083332,0.94375
05a7e9025432b822,0.2920354,0.9977876,0.020648967,1
05a7e9025432b822,0.30309734,0.9977876,0.017699115,1
05bc0817e48a8de5,0.0632353,0.9911765,0.09090909,0.8957871
05c6fc62d2980f50,0,1,0.01179941,1
05c8be4675d87037,0.12815884,0.78700364,0.12635379,0.5469314
05dd411f3034ab49,0.47415066,0.6041359,0.25165564,0.6754967
05dd411f3034ab49,0.48153618,0.75036925,0.41280353,1
05e3e00773c6c141,0.03549383,0.93364197,0.014799154,0.60465115
05e3e00773c6c141,0,0.06635802,0.07399577,0.2832981
05e3e00773c6c141,0.015432099,0.095679015,0.19661734,0.3551797
05e3e00773c6c141,0.038580246,0.20987654,0.3255814,0.5961945
05e3e00773c6c141,0.08024691,0.14197531,0.2832981,0.3742072
05e3e00773c6c141,0.17283951,0.77469134,0.054968286,0.8562368
05e3e00773c6c141,0.86882716,1,0.32135308,0.54756874
05e3e00773c6c141,0.9027778,1,0.08456659,0.33826637
05e70c81443ec40c,0.023564065,0.15169367,0.42350334,0.80931264
05e82779bb9c7b6a,0.16076696,0.42035398,0.15044248,0.9159292
05f4f97b3833086e,0,0.9262537,0,1
0607016e56a8f793,0.033873342,0.30927834,0.1659292,1
0607016e56a8f793,0.9131075,1,0.28097346,0.7212389
0607016e56a8f793,0.03681885,0.30927834,0.17477876,1
0607016e56a8f793,0,0.14580265,0.15044248,1
0607016e56a8f793,0.25773194,0.5463917,0.11504425,1
0607016e56a8f793,0.556701,0.97201765,0.16150442,1
06145d1b37e96fed,0,0.29646018,0,0.67477876
06145d1b37e96fed,0.15486726,0.93657815,0.10840708,1
06145d1b37e96fed,0,0.22713864,0,0.78539824
06145d1b37e96fed,0.16076696,0.9321534,0.1460177,1
0614bb3e0a552a9f,0,0.25663716,0.6863034,1
0614bb3e0a552a9f,0.119469024,0.65486723,0.24005891,0.634757
0614bb3e0a552a9f,0.5818584,0.7477876,0.40942562,0.77319586
0621f33daeb9ed28,0,1,0.24583334,1
06294ef356d77e7e,0.013313609,0.4556213,0.1277533,1
06294ef356d77e7e,0.76775146,0.99408287,0.033039648,0.71365637
0645ce4ba1822080,0,0.25981057,0.24096386,1
0645ce4ba1822080,0.1488498,0.22598106,0.09879518,0.3686747
0645ce4ba1822080,0.255751,0.47767252,0.21204819,1
0645ce4ba1822080,0.594046,0.6427605,0.20963855,0.39759037
0645ce4ba1822080,0.594046,0.64546686,0.20963855,0.35180724
0645ce4ba1822080,0.6752368,0.7104195,0.1493976,0.25783134
0645ce4ba1822080,0.7564276,0.78755075,0.22891566,0.37349397
0645ce4ba1822080,0.81461436,0.8565629,0.1493976,0.28433734
0645ce4ba1822080,0.81461436,0.84709066,0.15180723,0.27710843
0645ce4ba1822080,0.081190795,0.16102841,0.077108435,0.43373495
0645ce4ba1822080,0.21380244,0.23951286,0.084337346,0.19277108
0645ce4ba1822080,0.30040595,0.35317996,0.10843374,0.36144578
0645ce4ba1822080,0.53856564,0.608931,0.20963855,0.4
0645ce4ba1822080,0.62516916,0.661705,0.14698794,0.23614457
0645ce4ba1822080,0.864682,0.9133965,0.13975903,0.25783134
0645ce4ba1822080,0.9188092,0.95805144,0.10843374,0.32048193
06471f7dae36a831,0.6278755,0.7063599,0.3927711,0.8120482
0649557c211985bd,0.296875,0.396875,0.30833334,0.6791667
064dd37a874f7ea7,0,0.1890625,0.008333334,0.30625
064dd37a874f7ea7,0,0.5546875,0.03125,1
0651726e8927e5b5,0.033333335,0.97083336,0.63479626,1
0651726e8927e5b5,0.008333334,0.97083336,0.11912226,0.9937304
0662ac36ad698574,0,0.08702065,0.15929204,0.6415929
0662ac36ad698574,0,0.40707964,0.23230088,0.99557525
0662ac36ad698574,0.032448377,0.10176991,0.13274336,0.25221238
0662ac36ad698574,0.0899705,0.19469027,0.095132746,0.24557522
0662ac36ad698574,0.19321534,0.5014749,0.6393805,0.99557525
0662ac36ad698574,0.31120944,0.39675516,0.12831858,0.289823
0662ac36ad698574,0.4660767,0.5855457,0.3141593,0.5243363
0662ac36ad698574,0,0.40265486,0.25,0.99557525
066571234281ca95,0,0.2954876,0.076233186,1
066571234281ca95,0.36681223,0.6783115,0.15022421,1
066571234281ca95,0.75836974,1,0.1412556,1
0681f968886456bd,0.22888888,0.8488889,0.028419184,0.9893428
0681f968886456bd,0.23111111,0.8688889,0.028419184,0.9964476
0684426d4c177038,0.23139377,0.42895806,0.2987952,0.99036145
0684426d4c177038,0.4181326,0.5737483,0.20481928,0.91566265
0684426d4c177038,0.49526387,0.61840326,0.08674699,0.7686747
0684426d4c177038,0.56427604,0.72801083,0.060240965,0.7638554
0684426d4c177038,0.59133965,0.74018943,0.1879518,0.826506
0684426d4c177038,0.759134,0.81461436,0.19759037,0.39036146
0684426d4c177038,0.21515562,0.7510149,0.04819277,0.99759036
0684426d4c177038,0.56562924,0.59945875,0.026506023,0.18554217
0684426d4c177038,0.6535859,0.7198917,0.024096385,0.16626506
0684426d4c177038,0.7510149,0.8240866,0.19036144,0.5180723
0684426d4c177038,0.8024357,0.8782138,0.10843374,0.5903614
0684426d4c177038,0.947226,0.9986468,0.25301206,0.44096386
0684426d4c177038,0.9539919,0.9986468,0.41686746,0.9951807
0684426d4c177038,0.7307172,0.8105548,0.014457831,0.37349397
0684426d4c177038,0.811908,0.85926926,0.05060241,0.12771085
0684426d4c177038,0.84709066,0.9093369,0.055421688,0.20963855
06aaa4cd2f0f554d,0.008333334,1,0.02660407,1
06aaa4cd2f0f554d,0.033333335,1,0.02973396,1
06ab03d651ae501b,0.23364486,0.94548285,0,0.8640167
06bc9b828cedce1c,0,0.97935104,0.057522126,0.99557525
06bdb5ea9ec0e963,0.07782672,0.26431718,0.39333335,0.9444444
06bdb5ea9ec0e963,0.42731276,0.5227606,0.33777776,0.6
06bdb5ea9ec0e963,0.44493392,0.65051395,0.39777777,0.9866667
06bdb5ea9ec0e963,0.5917768,0.6872247,0.9177778,0.99777776
06bdb5ea9ec0e963,0.6740088,0.75770926,0.50222224,0.81333333
06bdb5ea9ec0e963,0.9192364,0.9985316,0.41555557,0.80222225
06bdb5ea9ec0e963,0.086637296,0.26284876,0.39555556,0.7688889
06bdb5ea9ec0e963,0.4434655,0.6549192,0.4,0.9866667
06bdb5ea9ec0e963,0.66226137,0.7591777,0.5044444,0.8111111
06bdb5ea9ec0e963,0.917768,1,0.41555557,0.8488889
06bdb5ea9ec0e963,0.18649046,0.2966226,0.31111112,0.66888887
06bdb5ea9ec0e963,0.28340676,0.5007342,0.45777777,1
06bdb5ea9ec0e963,0.57856095,0.6769457,0.4911111,0.81333333
06bdb5ea9ec0e963,0.7195301,0.9603524,0.6377778,1
06bdb5ea9ec0e963,0.76358294,0.958884,0.42,0.7311111
06bdb5ea9ec0e963,0.83847284,1,0.5466667,0.99777776
06bfefab10984000,0.07300885,0.7699115,0.019174041,1
06bfefab10984000,0.07300885,0.7699115,0.019174041,1
06d8b17bbd94dc09,0,1,0.005952381,1
06d8b17bbd94dc09,0.0028490028,1,0.003968254,1
06e00c35d91450ae,0.30416667,0.6979167,0.059375,0.8953125
06e21b6cfab07c72,0.4268833,0.8803545,0.0066225166,1
06e83fd457ccb4c0,0.3221957,0.70883054,0.024590164,0.97677594
0704499ce810af77,0,0.8389956,0,0.9977925
0708281847d3471c,0,0.99791664,0,0.9984375
07251bb443093202,0.15850145,0.6743516,0.0882353,1
0737fd0c1d110dd7,0.044573642,0.5852713,0.27441078,0.7777778
0737fd0c1d110dd7,0.12403101,0.998062,0.0016835016,0.996633
073ba30ec7431f41,0.059734512,0.9867257,0.050147492,1
074631dbeae43324,0,0.827051,0.13254787,0.85125184
076d078dd863cb79,0.114241004,0.18309858,0.32708332,0.6375
076d078dd863cb79,0.53834116,0.6541471,0.31666666,0.81041664
076d078dd863cb79,0.6165884,0.8716745,0.27083334,1
076d078dd863cb79,0,0.87323946,0.25208333,1
076d078dd863cb79,0.8403756,1,0.22916667,0.775
077aa6cbdccdf5cb,0.032352943,0.375,0.3902439,1
077aa6cbdccdf5cb,0.08676471,0.6308824,0.2549889,1
077aa6cbdccdf5cb,0.45588234,1,0.031042129,1
